X,Y,OBJECTID,l_ep_maj,l_type,sous_cat,sous_cat2,sous_cat3,label,reseau1,reseau2,reseau3,reseau4,reseau5,adresse,type_lieu,geometry,longitude,latitude,arrondissement
676996.352700002,6826345.4536,1,JAKOBOWICZ ET ASSOCIES - HOTEL DES VENTES DE MELUN,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités,POINT (2.688397280891076 48.53693505519286),2.688397280891076,48.53693505519286,
661833.509900004,6834430.3997,2,CAMPER-DABERNAT,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités,POINT (2.4822911859713774 48.60894511670731),2.4822911859713774,48.60894511670731,
654276.366700001,6840574.9064,3,POINT PLUS VIRY CHATILLON,librairie,maison de la presse, , , , , , , , ,114 GRANDE RUE,Commerces du livre,POINT (2.3791309648930725 48.66372298451642),2.3791309648930725,48.66372298451642,
650700.369499996,6840737.321,4,FNAC AEROPORT ORLY 3,grande distribution,grande distribution de produits culturels, , , , , , ,,,PASSAGE DU BOURG-L'ABBÉ & RUE SAINT-DENIS,Commerces du livre,POINT (2.3305569971151545 48.66492100963223),2.3305569971151545,48.66492100963223,
651662.679099999,6842664.6828,5,MICHEL ROBIC,antiquaire,,,,,,,,,,PLACE DES ANTIQUAIRES & PASSAGE DE LA GEÔLE,Commerces de l'art et d'antiquités,POINT (2.343406035577011 48.682329007734765),2.343406035577011,48.682329007734765,
654114.589299999,6842779.4494,6,ANTIQUITES 2000,antiquaire,,,,,,,,,,1-13 RUE DE LA POURVOIERIE,Commerces de l'art et d'antiquités,POINT (2.376698033043116 48.683539983196546),2.376698033043116,48.683539983196546,
654282.171499997,6843016.8389,7,LIBRAIRIE PASTEUR,librairie,maison de la presse, , , , , , , , ,41 AVENUE GEORGES POMPIDOU,Commerces du livre,POINT (2.378948993719046 48.68568700769899),2.378948993719046,48.68568700769899,
654027.278200001,6843514.9417,8,VINCENT ART,antiquaire,,,,,,,,,,3 BIS RUE DU BAILLIAGE,Commerces de l'art et d'antiquités,POINT (2.3754330362607314 48.69014898842286),2.3754330362607314,48.69014898842286,
654020.906599998,6843528.4443,9,LES VRAIES RICHESSES,librairie,généraliste, , ,Librairie Indépendante de Référence,Place des Libraires, , , , ,ROUTE FORESTIÈRE DE LA SOURCE,Commerces du livre,POINT (2.375345026738114 48.69026998066578),2.375345026738114,48.69026998066578,
653184.730800003,6843743.702,10,MIX ARTS LOISIRS,librairie,maison de la presse, , , , , , , , ,7 AVENUE DE PARIS,Commerces du livre,POINT (2.3639619828004705 48.692146018037235),2.3639619828004705,48.692146018037235,
671079.819700003,6844347.9636,11,MAITRE HENRIKA MAASSEN - ENCHERES PARIS SUD EST,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités,POINT (2.6070407558242876 48.698629673681836),2.6070407558242876,48.698629673681836,
640244.183700003,6844496.4323,12,LIBRAIRIE LES BEAUX PAPIERS,librairie,généraliste, , , , , , , , ,4 RUE FLORIAN,Commerces du livre,POINT (2.18805601054192 48.69784898146987),2.18805601054192,48.69784898146987,
653931.317900002,6844679.3433,13,ACHAT ANTIQUITES BROCANTE - PASCAL GALLOT,antiquaire,,,,,,,,,,12 RUE DES ETATS GÉNÉRAUX,Commerces de l'art et d'antiquités,POINT (2.374004005210601 48.70061500967395),2.374004005210601,48.70061500967395,
636279.424800001,6844968.1808,14,LIRAGIF,librairie,généraliste, , ,Librairie Indépendante de Référence,Place des Libraires, , , , ,16 RUE TROYON,Commerces du livre,POINT (2.1341179602494895 48.7017129974004),2.1341179602494895,48.7017129974004,
636144.503200002,6845059.8332,15,GALERIE ALJANCIC,galerie d'art,,,,,,,,,,RUE DU CASTEL & RUE DE GENTILLY,Commerces de l'art et d'antiquités,POINT (2.1322710080044893 48.70252398716492),2.1322710080044893,48.70252398716492,
652914.544100001,6845263.8692,16,ATELIER AUDIBERT,galerie d'art,,,,,,,,,,RUE DES BUISSONS & RUE DES MARGUILLIERS,Commerces de l'art et d'antiquités,POINT (2.360123992862086 48.70579900630521),2.360123992862086,48.70579900630521,
643946.462499999,6845284.2032,17,LIBRAIRIE LES EAUX VIVES,librairie,maison de la presse, , , , , , , , ,25 RUE TRÉBOIS,Commerces du livre,POINT (2.238254975986626 48.705266001645406),2.238254975986626,48.705266001645406,
653603.782799996,6845348.2703,18,ANTIQUITES QUENTIN GAUDILLAT,antiquaire,,,,,,,,,,CITÉ DES 3 PASSAGES & RUE DU BAILLIAGE,Commerces de l'art et d'antiquités,POINT (2.369480962654106 48.7066079869207),2.369480962654106,48.7066079869207,
644252.0973,6845922.2467,19,ESPACE 181,galerie d'art,,,,,,,,,,35 RUE DE NOISEAU,Commerces de l'art et d'antiquités,POINT (2.2423249777049796 48.71103098982765),2.2423249777049796,48.71103098982765,
653080.397,6846018.2483,20,LIBRAIRIE PAPETERIE PRESSE SAUVRY,librairie,maison de la presse, , , , , , , , ,RUE FLORIAN & RUE DES ÉCOLES,Commerces du livre,POINT (2.362294989583165 48.71259601825147),2.362294989583165,48.71259601825147,
644296.522600003,6846081.1516,21,LA FONTAINE AUX LIVRES,librairie,généraliste, , , , , , , , ,61 RUE VOLTAIRE,Commerces du livre,POINT (2.2429080226616187 48.71246400330059),2.2429080226616187,48.71246400330059,
644625.670999996,6846546.9865,22,AU BONHEUR DU JOUR,antiquaire,,,,,,,,,,QUAI DES GRANDS-AUGUSTINS,Commerces de l'art et d'antiquités,POINT (2.2473210109443453 48.71668198675813),2.2473210109443453,48.71668198675813,
666116.296300001,6846937.6911,23,AU FIL DES PAGES - LIBRAIRIE DU REVEILLON,librairie,généraliste,restauration, , , , , , , ,14 BOULEVARD MORLAND,Commerces du livre,POINT (2.5393939584252685 48.72168099584572),2.5393939584252685,48.72168099584572,
652873.755500004,6847743.5136,24,FNAC AEROPORT ORLY 2,grande distribution,grande distribution de produits culturels, , , , , , ,,,11 RUE RAMEAU,Commerces du livre,POINT (2.3592962964253883 48.72809799432872),2.3592962964253883,48.72809799432872,
652843.993299998,6847799.5381,25,FNAC AEROPORT ORLY 1,grande distribution,grande distribution de produits culturels, , , , , , ,,,RUE DES PETITS-CHAMPS & GALERIE VIVIENNE,Commerces du livre,POINT (2.3588854988228243 48.728599701952305),2.3588854988228243,48.728599701952305,
668377.5995,6847895.3525,26,ANTIQUE ART GALLERY,antiquaire,,,,,,,,,,RUE BAILLET REVIRON & PASSAGE DE LA GEÔLE,Commerces de l'art et d'antiquités,POINT (2.5700620012822015 48.73040898763986),2.5700620012822015,48.73040898763986,
646748.115000002,6847982.0229,27,LIBRAIRIE ARBORESCENCE,librairie,généraliste, , , ,Leslibraires.fr,Place des Libraires, , , ,13-27 RUE DE LA MAIRIE,Commerces du livre,POINT (2.275989968811709 48.72976701704672),2.275989968811709,48.72976701704672,
657323.003700003,6848470.4032,28,LE PETIT DIABLE,librairie,généraliste, , , , , , , , ,39 RUE DE BRETAGNE,Commerces du livre,POINT (2.419711026572828 48.73494498036495),2.419711026572828,48.73494498036495,
667152.114600003,6848644.6495,29,LIBRAIRIE DE MAROLLES,librairie,maison de la presse, , , , , , , , ,37 RUE DE RIVOLI,Commerces du livre,POINT (2.5533430380868922 48.737087016971074),2.5533430380868922,48.737087016971074,
649962.078100003,6849023.9256,30,LA FABRIQUE VEGETALE,galerie d'art,galerie-fleuriste,,,,,,,,,60 RUE PASTEUR,Commerces de l'art et d'antiquités,POINT (2.3195625564831173 48.739394773149215),2.3195625564831173,48.739394773149215,
655608.014300004,6849372.5327,31,LIBRAIRIE DU VIEIL ORLY,librairie,maison de la presse, , , , , , , , ,33 BOULEVARD DU TEMPLE,Commerces du livre,POINT (2.396299030294096 48.74294299176337),2.396299030294096,48.74294299176337,
661044.2346,6849432.2773,32,LIBRAIRIE PRESSE ISABELLE HIVERT,librairie,maison de la presse, , , , , , , , ,58 RUE DE L'HÔTEL DE VILLE,Commerces du livre,POINT (2.4702201237910164 48.743831252851365),2.4702201237910164,48.743831252851365,
656446.3697,6849496.4946,33,E. LECLERC ESPACE CULTUREL ORLY,grande distribution,grande distribution de produits culturels, , , , , , ,,,RUE DES PETITS-CHAMPS & GALERIE VIVIENNE,Commerces du livre,POINT (2.4076870194563083 48.74411499047536),2.4076870194563083,48.74411499047536,
664128.517899998,6850048.2479,34,AZ CULTURE,librairie,maison de la presse, , , , , , , , ,CITÉ NOËL & RUE RAMBUTEAU,Commerces du livre,POINT (2.512112038002599 48.74954998526964),2.512112038002599,48.74954998526964,
662377.074500002,6850210.5488,35,L'ARCHE DES HEROS,librairie,généraliste, , , , , , , , ,15 BOULEVARD HENRI IV,Commerces du livre,POINT (2.4882770055680457 48.75090999139725),2.4882770055680457,48.75090999139725,
648775.502899997,6850597.2758,36,LA PASSERELLE,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires, , , ,4 RUE CARTAULT,Commerces du livre,POINT (2.303239033596233 48.75345201279055),2.303239033596233,48.75345201279055,
648903.621100001,6850610.4898,37,ANTONY M'PRESSE,librairie,maison de la presse, , , , , , , , ,2 RUE DU BOURNARD,Commerces du livre,POINT (2.3049800386346195 48.75358101026529),2.3049800386346195,48.75358101026529,
648328.865500003,6850689.1848,38,DANS LA COUR DES ARTISTES,galerie d'art,,,,,,,,,,AVENUE GASTON ROUSSEL,Commerces de l'art et d'antiquités,POINT (2.2971530170868486 48.7542430115243),2.2971530170868486,48.7542430115243,
650555.495499998,6850696.3628,39,LA CERISAIE,librairie,maison de la presse, , , , , , , , ,48 RUE SAINTE-ANNE,Commerces du livre,POINT (2.327438007524551 48.754481980695836),2.327438007524551,48.754481980695836,
648992.8367,6850932.4865,40,BD GEEK,librairie,spécialisée,bande dessinée, , ,Canal BD, , , , ,3 RUE DE LA CONCORDE,Commerces du livre,POINT (2.306155014167665 48.7564839986937),2.306155014167665,48.7564839986937,
649651.526199996,6850963.4278,41,LIBRAIRIE DE LA PEUPLERAIE,librairie,maison de la presse, , , , , , , , ,39 RUE VOLTA,Commerces du livre,POINT (2.3151109941047823 48.756813994224444),2.3151109941047823,48.756813994224444,
649003.487800002,6850990.3247,42,INKIPIT,librairie,généraliste, , , , , , , , ,RUE FRANÇOIS 1ER & RUE FÉLIX FAURE,Commerces du livre,POINT (2.306292980700458 48.757005017260106),2.306292980700458,48.757005017260106,
654978.165799998,6851134.7082,43,FNAC THIAIS,grande distribution,grande distribution de produits culturels, , , , , , ,,,44 RUE SAINTE-ANNE,Commerces du livre,POINT (2.3875479879532735 48.758747991776424),2.3875479879532735,48.758747991776424,
630246.337300003,6851333.9784,44,LETTRES VOISINES,librairie,généraliste, , , , , , , , ,RUE CARNOT & PLACE HENRI BARBUSSE,Commerces du livre,POINT (2.0511040104493192 48.75834100922393),2.0511040104493192,48.75834100922393,
656487.504799999,6851344.6853,45,LE MARQUE PAGE,librairie,généraliste, , , , , , , , ,90 QUAI DE L'HÔTEL DE VILLE,Commerces du livre,POINT (2.4080580016827136 48.76073999344094),2.4080580016827136,48.76073999344094,
647239.100000001,6851571.6,46,GALERIE ELISART,galerie d'art,,,,,,,,,,60 RUE GABRIEL PÉRI,Commerces de l'art et d'antiquités,POINT (2.282221388114772 48.762090958572706),2.282221388114772,48.762090958572706,
655294.962800004,6851806.3993,47,LIBRAIRIE BROSSARD,librairie,généraliste, , , , , , , , ,72 BOULEVARD DE SÉBASTOPOL,Commerces du livre,POINT (2.3917869679553374 48.764810999875166),2.3917869679553374,48.764810999875166,
664964.733400002,6851925.876,48,DOMINIQUE BADIN DE MONTJOYE,antiquaire,,,,,,,,,,86 AVENUE ALBERT CAILLOU,Commerces de l'art et d'antiquités,POINT (2.523330964105102 48.76648298060609),2.523330964105102,48.76648298060609,
628032.000200003,6852017.3907,49,ART MANET,foire d'art,art contemporain,,,,,,,,,RUE CHARLES V & RUE SAINT-PAUL,Commerces de l'art et d'antiquités,POINT (2.020868976569691 48.7642440050679),2.020868976569691,48.7642440050679,
664710.891000003,6852354.0466,50,LIBRAIRIE L'OISEAU MOQUEUR,librairie,généraliste, , , , , , , , ,66 RUE DU TEMPLE,Commerces du livre,POINT (2.5198419968549532 48.77032000649242),2.5198419968549532,48.77032000649242,
646774.897299998,6852522.0777,51,ANTIQUITES LA VERANDA,antiquaire,,,,,,,,,,PLACE DES ANTIQUAIRES & PASSAGE DE LA GEÔLE,Commerces de l'art et d'antiquités,POINT (2.275787965695192 48.770601009736524),2.275787965695192,48.770601009736524,
653484.889899999,6852567.1516,52,MAG PRESSE CHEVILLY LARUE,librairie,maison de la presse, , , , , , , , ,RUE MALHER & RUE PAVÉE,Commerces du livre,POINT (2.3670789610102037 48.77152498892211),2.3670789610102037,48.77152498892211,
652988.778300002,6852655.4336,53,LA LIBRAIRIE DU PLATEAU,librairie,généraliste, , , ,Place des Libraires, , , , ,62 RUE SAINT-ANTOINE,Commerces du livre,POINT (2.3603190405113477 48.77228300589839),2.3603190405113477,48.77228300589839,
665456.680399999,6852678.676,54,GALERIE-ATELIER D'ART HAUTE-MAISON,galerie d'art,,,,,,,,,,23 RUE DES FILLES DU CALVAIRE,Commerces de l'art et d'antiquités,POINT (2.5299629763341014 48.773279990717064),2.5299629763341014,48.773279990717064,
660126.732600003,6852706.5142,55,LIBRAIRIE NESS,librairie,spécialisée,religion,judaïsme, , , , , , ,99 RUE DE RIVOLI,Commerces du livre,POINT (2.4574369668485376 48.773222994104124),2.4574369668485376,48.773222994104124,
648112.983900003,6853227.3667,56,LIBRAIRIE FLORIAN,librairie,spécialisée,livres rares, , , , , , , ,31 RUE LÉCUYER,Commerces du livre,POINT (2.293907964117927 48.77705302094515),2.293907964117927,48.77705302094515,
648111.001400001,6853259.8506,57,LE ROI LIRE,librairie,généraliste, , ,Librairie Indépendante de Référence,Leslibraires.fr, , , , ,138 RUE DES ROSIERS,Commerces du livre,POINT (2.293877034252185 48.7773450049229),2.293877034252185,48.7773450049229,
645563.417499997,6853335.2306,58,MAG PRESSE,librairie,maison de la presse, , , , , , , , ,7 PLACE GABRIEL PÉRI,Commerces du livre,POINT (2.2592010178725044 48.77781300820284),2.2592010178725044,48.77781300820284,
651132.999600001,6853350.4753,59,STUDIO PRESSE,librairie,maison de la presse, , , , , , , , ,3 RUE DE MARIVAUX,Commerces du livre,POINT (2.334989012704596 48.778396011455335),2.334989012704596,48.778396011455335,
647974.001900002,6853364.8181,60,MAISON DE LA PRESSE SCEAUX,librairie,maison de la presse, , , , , , , , ,RUE DES ROSIERS & MARCHÉ VERNAISON,Commerces du livre,POINT (2.2919999913147513 48.77827799476952),2.2919999913147513,48.77827799476952,
659957.486900002,6853421.1153,61,FNAC CRETEIL,grande distribution,grande distribution de produits culturels, , , , , , ,,,RUE DES PETITS-CHAMPS & GALERIE VIVIENNE,Commerces du livre,POINT (2.4550669779284933 48.77963937441039),2.4550669779284933,48.77963937441039,
649620.807300001,6853504.7315,62,L'INFINIE COMEDIE,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,56 RUE DES ROSIERS,Commerces du livre,POINT (2.3143929996287405 48.77966700159354),2.3143929996287405,48.77966700159354,
659298.813500002,6853646.0348,63,LIBRAIRIE AVERROES,librairie,spécialisée,religion,islam, , , , , , ,4 RUE DES INNOCENTS,Commerces du livre,POINT (2.4460820027061767 48.781620990943466),2.4460820027061767,48.781620990943466,
649760.527900003,6853719.5664,64,L'ART DES MOTS,librairie,généraliste, , , , , , , , ,140 RUE DES ROSIERS,Commerces du livre,POINT (2.316269037312683 48.78161001032374),2.316269037312683,48.78161001032374,
648887.009000003,6853890.6456,65,SIBONI - HOTEL DES VENTES DE SCEAUX,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités,POINT (2.3043610350154875 48.78307998585128),2.3043610350154875,48.78307998585128,
669195.639200002,6853936.7914,66,AUX LIVRES DE VALENTIN,librairie,maison de la presse, , , , , , , , ,RUE QUINCAMPOIX & RUE DE VENISE,Commerces du livre,POINT (2.580747737371504 48.78478444501243),2.580747737371504,48.78478444501243,
629591.961400002,6854239.1434,67,FURET DU NORD MONTIGNY-LE-BRETONNEUX,grande distribution,grande distribution de produits culturels,,,,,,,,,2-2 IMPASSE BEAUBOURG,Commerces du livre,POINT (2.041723467050051 48.78439676240978),2.041723467050051,48.78439676240978,
643111.206600003,6854374.6119,68,TOUXXE,antiquaire,,,,,,,,,,RUE MENARD & RUE DES ÉTATS-GÉNÉRAUX,Commerces de l'art et d'antiquités,POINT (2.225693559318773 48.78694898225955),2.225693559318773,48.78694898225955,
670088.842699997,6854688.0102,69,CULTURA BELLE EPINE,grande distribution,grande distribution de produits culturels, , , , , , ,,,PASSAGE DU PONCEAU & RUE SAINT-DENIS,Commerces du livre,POINT (2.592851442893395 48.79158266826622),2.592851442893395,48.79158266826622,
655681.312799998,6854712.5153,70,LE TOME 47,librairie,spécialisée,bande dessinée, , ,Paris Librairies,Place des Libraires, , , ,20 RUE DUPETIT-THOUARS,Commerces du livre,POINT (2.3967410074659883 48.79097402150651),2.3967410074659883,48.79097402150651,
662536.310999997,6854739.0234,71,MAISON LEFEVRE PÈRE ET FILS,antiquaire,,,,,,,,,,45 RUE DE LA PELOUSE,Commerces de l'art et d'antiquités,POINT (2.49004500162997 48.79164700433484),2.49004500162997,48.79164700433484,
655683.6184,6854754.7498,72,LIVRES EN LUTTE,librairie,spécialisée,livres d'occasion, , , , , , , ,113 RUE DE TURENNE,Commerces du livre,POINT (2.396767997940157 48.79135401464803),2.396767997940157,48.79135401464803,
655560.306199998,6854798.3881,73,LES MOTS RETROUVES,librairie,généraliste, , , ,Leslibraires.fr,Paris Librairies,Place des Libraires, , ,175 RUE SAINT-MARTIN,Commerces du livre,POINT (2.395084994608053 48.79173799004952),2.395084994608053,48.79173799004952,
647626.1954,6854830.4623,74,LIBRAIRIE LES PECHEURS D'ETOILES,librairie,généraliste,restauration, , ,Place des Libraires, , , , ,206 ALLÉE DE MONTFERMEIL,Commerces du livre,POINT (2.2870870230033042 48.79143100242214),2.2870870230033042,48.79143100242214,
664297.484700002,6854851.4472,75,LIBRAIRIE L'ECLECTIQUE,librairie,généraliste, , , , , , , , ,22 RUE POISSONNIÈRE,Commerces du livre,POINT (2.514008024580996 48.79275798349796),2.514008024580996,48.79275798349796,
660526.125699997,6854881.3374,76,MAG PRESSE CRETEIL,librairie,maison de la presse, , , , , , , , ,4 RUE HÉROLD,Commerces du livre,POINT (2.4626700399686587 48.79280701809734),2.4626700399686587,48.79280701809734,
653459.531900004,6854902.5965,77,MAISON DE LA PRESSE VILLEJUIF,librairie,maison de la presse, , , , , , , , ,10 RUE DES BARRES,Commerces du livre,POINT (2.3664789843480922 48.79252702075842),2.3664789843480922,48.79252702075842,
653299.997199997,6854925.2262,78,LIBRAIRIE COOPERATIVE POINTS COMMUNS,librairie,généraliste, , ,Librairie de Référence,Place des Libraires, , , , ,15 RUE DE JOUY,Commerces du livre,POINT (2.3643049701218155 48.79271900819494),2.3643049701218155,48.79271900819494,
664136.401699997,6855022.4546,79,72 ART GALLERY,galerie d'art,atelier-galerie,,,,,,,,,19 RUE MOLIÈRE,Commerces de l'art et d'antiquités,POINT (2.511800984583793 48.794287009176585),2.511800984583793,48.794287009176585,
664121.987000003,6855031.4397,80,AUX MOTS TORDUS,librairie,spécialisée,jeunesse, , ,Leslibraires.fr, , , , ,RUE DES PETITS-CHAMPS & GALERIE VIVIENNE,Commerces du livre,POINT (2.511604010653992 48.79436701530793),2.511604010653992,48.79436701530793,
651052.783200003,6855035.1551,81,LIBRAIRIE CHRONIQUES,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires, , , ,RUE DU NIL & RUE DES PETITS-CARREAUX,Commerces du livre,POINT (2.333703983243576 48.79354102064769),2.333703983243576,48.79354102064769,
662228.302900001,6855049.9112,82,OLIVIER HEITZMANN,antiquaire,,,,,,,,,,6 AVENUE DU MARÉCHAL FOCH,Commerces de l'art et d'antiquités,POINT (2.4858249638976058 48.79442501878474),2.4858249638976058,48.79442501878474,
665721.495399997,6855057.4575,83,PETITES HISTOIRES ENTRE AMIS,librairie,généraliste, , , ,Place des Libraires, , , , ,9 RUE SAINT-MARTIN,Commerces du livre,POINT (2.533374998525302 48.79468800057975),2.533374998525302,48.79468800057975,
667800.976499997,6855076.0872,84,CULTURA PINCE VENT,grande distribution,grande distribution de produits culturels, , , , , , ,,,65 RUE SAINTE-ANNE,Commerces du livre,POINT (2.561680464343562 48.794962715177114),2.561680464343562,48.794962715177114,
656007.215300001,6855080.4112,85,LA MAISON DES ANTIQUITES DE VITRY,antiquaire,,,,,,,,,,10 RUE RAMEAU,Commerces de l'art et d'antiquités,POINT (2.4011389916677737 48.79430498986572),2.4011389916677737,48.79430498986572,
664394.454499997,6855110.0781,86,LOMBRAIL-TEUCQUAM MAISON DE VENTES,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités,POINT (2.515306359803835 48.79508935158615),2.515306359803835,48.79508935158615,
657221.3873,6855136.4041,87,E. LECLERC ESPACE CULTUREL VITRY-SUR-SEINE,grande distribution,grande distribution de produits culturels, , , , , , ,,,63 RUE SAINTE-ANNE,Commerces du livre,POINT (2.417660933728237 48.79489023415698),2.417660933728237,48.79489023415698,
650127.006800003,6855175.2464,88,A LA DECOUVERTE DE L'UNIVERS,librairie,maison de la presse, , , , , , , , ,51 AVENUE DANIELLE CASANOVA,Commerces du livre,POINT (2.321086033083058 48.79472999369122),2.321086033083058,48.79472999369122,
651279.024899997,6855276.206,89,LA CACHOTTERIE - GALERIE D'ARTS MINUSCULES,galerie d'art,,,,,,,,,,17 RUE SAINT-ROCH,Commerces de l'art et d'antiquités,POINT (2.336756001869675 48.79572601459092),2.336756001869675,48.79572601459092,
651738.8649,6855334.2937,90,SALLES DE BAINS ROYALES,antiquaire,,,,,,,,,,1-13 RUE DE LA POURVOIERIE,Commerces de l'art et d'antiquités,POINT (2.3430089849893676 48.79628299263035),2.3430089849893676,48.79628299263035,
654367.000699997,6855539.1869,91,FINDINGMOON BOOKSTORE,librairie,spécialisée,langue étrangère,chinois, , , , , , ,199 RUE SAINT-MARTIN,Commerces du livre,POINT (2.378762998211712 48.798316987365745),2.378762998211712,48.798316987365745,
635852.396200001,6855539.944,92,QVINTVS ME FECIT,antiquaire,,,,,,,,,,VOIE GEORGES POMPIDOU,Commerces de l'art et d'antiquités,POINT (2.1267269660349135 48.79674802124877),2.1267269660349135,48.79674802124877,
635830.415600002,6855604.6791,93,GALERIE VANAURA,galerie d'art,,,,,,,,,,22-38 AVENUE FRANKLIN ROOSEVELT,Commerces de l'art et d'antiquités,POINT (2.126418008347286 48.79732800619239),2.126418008347286,48.79732800619239,
637094.507799998,6855635.3078,94,LE CHESNAY ENCHERES - REY & GUINOT,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités,POINT (2.1436210268253904 48.79772798998336),2.1436210268253904,48.79772798998336,
635864.6734,6855646.7777,95,LIBRAIRIE BOGATYR TRAINEAU,librairie,spécialisée,livres rares, , , , , , , ,11 RUE DU GÉNÉRAL LECLERC,Commerces du livre,POINT (2.1268780069522135 48.797710012142716),2.1268780069522135,48.797710012142716,
650666.299999997,6855659.5,96,GALERIE PASCAL VANHOECKE,galerie d'art,,,,,,,,,,53 RUE JULES VALLÈS,Commerces de l'art et d'antiquités,POINT (2.328370930075915 48.799126537611905),2.328370930075915,48.799126537611905,
666917.974100001,6855714.5407,97,LIBRAIRIE DU BELVEDERE,librairie,maison de la presse, , , , , , , , ,14 RUE DES FILLES DU CALVAIRE,Commerces du livre,POINT (2.549610995758298 48.80065998138184),2.549610995758298,48.80065998138184,
635918.609300002,6855754.5957,98,MANGATEK,librairie,spécialisée,bande dessinée,manga, , , , , , ,29-39 RUE D'ALSACE,Commerces du livre,POINT (2.127596000610248 48.79868499464501),2.127596000610248,48.79868499464501,
662250.034500003,6855758.7255,99,BAZAR DU MANGA,librairie,spécialisée,bande dessinée,manga, , , , , , ,224 RUE DE RIVOLI,Commerces du livre,POINT (2.486057980774507 48.80080100635517),2.486057980774507,48.80080100635517,
652451.171599999,6855785.8592,100,DUVERNEIX ATELIER GALERIE,galerie d'art,atelier-galerie,,,,,,,,,15 RUE PAYENNE,Commerces de l'art et d'antiquités,POINT (2.3526549631487916 48.800396997985885),2.3526549631487916,48.800396997985885,
657555.482799999,6855806.3031,101,LIBRAIRIE DUVAL,librairie,maison de la presse, , , , , , , , ,7 BOULEVARD DE BONNE NOUVELLE,Commerces du livre,POINT (2.422142029819883 48.800937002639685),2.422142029819883,48.800937002639685,
635797.173100002,6855807.3125,102,LIBRAIRIE ANTOINE,librairie,généraliste,restauration, , , , , , , ,1 PLACE DE LA RÉPUBLIQUE,Commerces du livre,POINT (2.1259349591858556 48.799147005470545),2.1259349591858556,48.799147005470545,
635829.321199998,6855811.2907,103,ANTIQUITES SAINT LOUIS,antiquaire,,,,,,,,,,QUAI DES GRANDS-AUGUSTINS,Commerces de l'art et d'antiquités,POINT (2.1263719923885995 48.799185981511364),2.1263719923885995,48.799185981511364,
635731.584100001,6855821.0502,104,A LA PROTECTION DE MARIE,librairie,spécialisée,religion,christianisme, , , , , , ,4 AVENUE JULES FERRY,Commerces du livre,POINT (2.1250400233654556 48.79926401734738),2.1250400233654556,48.79926401734738,
635681.414800003,6855828.275,105,GALERIE MEIER,galerie d'art,,,,,,,,,,123 RUE DE FONTENAY,Commerces de l'art et d'antiquités,POINT (2.1243559761659117 48.79932398927723),2.1243559761659117,48.79932398927723,
635681.414800003,6855828.275,106,GALERIE MEIER,antiquaire,,,,,,,,,,VOIE GEORGES POMPIDOU,Commerces de l'art et d'antiquités,POINT (2.1243559761659117 48.79932398927723),2.1243559761659117,48.79932398927723,
658222.196699999,6855853.5007,107,LIBRAIRIE PAPETERIE DE LA MAIRIE,librairie,maison de la presse, , , , , , , , ,26 RUE SAINT-ANTOINE,Commerces du livre,POINT (2.4312140155344366 48.80140500643653),2.4312140155344366,48.80140500643653,
647689.788900003,6855870.216,108,MAISON DE LA PRESSE CHATILLON,librairie,maison de la presse, , , , , , , , ,51 AVENUE GABRIEL PÉRI,Commerces du livre,POINT (2.2878249656946714 48.800787009048435),2.2878249656946714,48.800787009048435,
636306.2817,6855870.7536,109,AU FACTEUR CHEVAL,antiquaire,,,,,,,,,,QUAI DES GRANDS-AUGUSTINS,Commerces de l'art et d'antiquités,POINT (2.1328559812307315 48.799768021175346),2.1328559812307315,48.799768021175346,
635794.501999997,6855897.5211,110,VERSAILLES ENCHERES,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités,POINT (2.1258850028399356 48.79995799589884),2.1258850028399356,48.79995799589884,
635637.004799999,6855921.4042,111,L'ORANGERIE,antiquaire,,,,,,,,,,VOIE GEORGES POMPIDOU,Commerces de l'art et d'antiquités,POINT (2.1237373512754334 48.80015707989778),2.1237373512754334,48.80015707989778,
649926.023199998,6855925.7564,112,LUMIERE D'ORIENT,librairie,spécialisée,religion,islam, , , , , , ,AVENUE HENRI BARBUSSE & RUE ÉMILE BIDENT,Commerces du livre,POINT (2.318262002860883 48.8014640148226),2.318262002860883,48.8014640148226,
645933.907200001,6855940.9165,113,MÉMOIRE 7,librairie,généraliste, , ,Librairie Indépendante de Référence,Leslibraires.fr,Paris Librairies,Place des Libraires, , ,RUE DU CHÂTEAU & BOULEVARD VOLTAIRE,Commerces du livre,POINT (2.263911982425598 48.80127802034167),2.263911982425598,48.80127802034167,
635682.491599999,6855945.3547,114,BLUEFABRIKER,galerie d'art,,,,,,,,,,87 QUAI DE LA MARNE,Commerces de l'art et d'antiquités,POINT (2.124352959543248 48.800377007415186),2.124352959543248,48.800377007415186,
