X,Y,OBJECTID,l_ep_maj,l_type,sous_cat,sous_cat2,sous_cat3,label,reseau1,reseau2,reseau3,reseau4,reseau5,adresse,type_lieu,geometry,longitude,latitude,arrondissement
650538.636299998,6860991.9101,568,LES AUTOGRAPHES,librairie,spécialisée,livres rares, , , , , , , ,42 RUE LE PELETIER,Commerces du livre,POINT (2.326013374865704 48.84707192952921),2.326013374865704,48.84707192952921,6.0
651729.841799997,6860995.1563,569,LGDJ,librairie,spécialisée,droit, , ,Place des Libraires, , , , ,95 BOULEVARD RASPAIL,Commerces du livre,POINT (2.342244240595422 48.847191460281586),2.342244240595422,48.847191460281586,5.0
651001.458400004,6860996.8427,570,GIRAUD BADIN,librairie,spécialisée,livres rares, , , , , , , ,45 RUE DE ROME,Commerces du livre,POINT (2.332319162515167 48.84715164895727),2.332319162515167,48.84715164895727,6.0
653584.663900003,6860997.6123,571,LA MAISON ROUGE,galerie d'art,,,,,,,,,,33 RUE DU LAOS,Commerces de l'art et d'antiquités,POINT (2.367517697323362 48.84734982792521),2.367517697323362,48.84734982792521,12.0
652140.100199997,6860999.1484,572,LIBRAIRIE DES GRANDS CARACTERES,librairie,spécialisée,grands caractères, , ,Paris Librairies,Place des Libraires, , , ,21 RUE MAYET,Commerces du livre,POINT (2.3478339429010946 48.847257964245884),2.3478339429010946,48.847257964245884,5.0
642332.730700001,6861000.9436,573,LES CYCLADES,librairie,généraliste, , ,Librairie Indépendante de Référence,Place des Libraires,Libraires en Seine, , , ,9-11 RUE DU GÉNÉRAL LECLERC,Commerces du livre,POINT (2.2142010099653646 48.846471020946474),2.2142010099653646,48.846471020946474,
649043.832900003,6861002.2439,574,ESPACE SEGUR,galerie d'art,,,,,,,,,,RUE DU CALVAIRE & RUE GABRIELLE,Commerces de l'art et d'antiquités,POINT (2.305644191852141 48.847048383601525),2.305644191852141,48.847048383601525,15.0
650652.383400001,6861002.6836,575,BIBLIA,librairie,spécialisée,religion,christianisme, , , , , , ,30 RUE SAINT-GUILLAUME,Commerces du livre,POINT (2.32756202765976 48.84717753654231),2.32756202765976,48.84717753654231,6.0
661225.624799997,6861002.7359,576,LA LIBRAIRIE MUSICALE DE FONTENAY,librairie,spécialisée,musicale, , , , , , , ,61 RUE DES PETITS CHAMPS,Commerces du livre,POINT (2.4716339830167815 48.84790101601376),2.4716339830167815,48.84790101601376,
649890.353,6861004.1689,577,FONTAINE SEVRES,librairie,généraliste, , , ,Leslibraires.fr,Paris Librairies,Place des Libraires, , ,20 RUE DES PETITES ECURIES,Commerces du livre,POINT (2.31717851780629 48.84713208297789),2.31717851780629,48.84713208297789,7.0
651701.271200001,6861004.7812,578,LIBRAIRIE DALLOZ,librairie,spécialisée,droit, , ,Place des Libraires,Lalibrairie.com, , , ,17 RUE LITTRÉ,Commerces du livre,POINT (2.3418538467556473 48.84727587579829),2.3418538467556473,48.84727587579829,5.0
652423.723300003,6861010.2954,579,LUTECE,librairie,spécialisée,bande dessinée, , , , , , , ,23 RUE DE L'ECOLE DE MÉDECINE,Commerces du livre,POINT (2.3516973303686597 48.84737921309099),2.3516973303686597,48.84737921309099,5.0
651728.9256,6861017.0394,580,LA LIBRAIRIE DU CINEMA DU PANTHEON,librairie,spécialisée,arts,cinéma, ,Paris Librairies,Place des Libraires, , , ,16 BOULEVARD SAINT-MICHEL,Commerces du livre,POINT (2.3422292726017084 48.84738818575736),2.3422292726017084,48.84738818575736,5.0
651664.775700003,6861017.1377,581,MA LIBRAIRIE DE DROIT,librairie,spécialisée,droit, , , , , , , ,5 RUE DE L'ODÉON,Commerces du livre,POINT (2.3413551567811495 48.847384260802215),2.3413551567811495,48.847384260802215,5.0
657567.934,6861017.8008,582,GALERIE ARTRACES,galerie d'art,,,,,,,,,,PLACE COLETTE & GALERIE DE NEMOURS,Commerces de l'art et d'antiquités,POINT (2.421792001329809 48.84780600596091),2.421792001329809,48.84780600596091,
652431.9252,6861019.1111,583,LA CHAMBRE NOUVELLE CLAIRE,galerie d'art,,,,,,,,,,11 RUE BONAPARTE,Commerces de l'art et d'antiquités,POINT (2.351808103227937 48.84745909805359),2.351808103227937,48.84745909805359,5.0
654186.281800002,6861025.9609,584,GALERIE DU POP UP,galerie d'art,,,,,,,,,,56 AVENUE DE LA MOTTE-PICQUET,Commerces de l'art et d'antiquités,POINT (2.3757122940343254 48.847647823402276),2.3757122940343254,48.847647823402276,12.0
652149.726800002,6861028.0367,585,L'HARMATTAN,librairie,maison d'édition, , , , , , , , ,29 RUE GUÉNÉGAUD,Commerces du livre,POINT (2.347961863927769 48.847518471017786),2.347961863927769,48.847518471017786,5.0
658930.978799999,6861029.2167,586,PAGE 78,librairie,maison de la presse, , , , , , , , ,17 RUE MESLAY,Commerces du livre,POINT (2.4403640358614807 48.847996989146694),2.4403640358614807,48.847996989146694,
667221.679200001,6861033.8756,587,FOLIES D'ENCRE NOISY LE GRAND,librairie,généraliste, , ,Librairie Indépendante de Référence,Librairies 93,Place des Libraires, , , ,78 RUE DE FONTENAY,Commerces du livre,POINT (2.553335997135247 48.84851398496249),2.553335997135247,48.84851398496249,
652142.197499998,6861035.1329,588,L'HARMATTAN,librairie,maison d'édition, , , , , , , , ,38 RUE SAINT-SULPICE,Commerces du livre,POINT (2.347858470987716 48.847581727787016),2.347858470987716,48.847581727787016,5.0
650314.874600001,6861038.7477,589,LE PASSAGE,antiquaire,,,,,,,,,,32 RUE DE VERNEUIL,Commerces de l'art et d'antiquités,POINT (2.3229589568228364 48.8474759227648),2.3229589568228364,48.8474759227648,6.0
653399.427299999,6861039.0663,590,ATYPICZONE,galerie d'art,,,,,,,,,,22-34 RUE DE BIÈVRE,Commerces de l'art et d'antiquités,POINT (2.3649891219373353 48.847709253325895),2.3649891219373353,48.847709253325895,4.0
652133.145199999,6861043.6438,591,FAUVE EDITIONS -  EDITIONS MICHALON,librairie,maison d'édition, , , , , , , , ,17 RUE DU CARDINAL LEMOINE,Commerces du livre,POINT (2.3477341660889337 48.84765759368602),2.3477341660889337,48.84765759368602,5.0
650714.970399998,6861044.185,592,LETOUZEY,librairie,maison d'édition, , , , , , , , ,4-46 PASSAGE JOUFFROY,Commerces du livre,POINT (2.328410021911125 48.84755554710201),2.328410021911125,48.84755554710201,6.0
652119.771300003,6861056.23,593,L'AUTRE LIVRE,librairie,généraliste, , , , , , , , ,19 RUE BONAPARTE,Commerces du livre,POINT (2.3475505155602074 48.847769787398384),2.3475505155602074,48.847769787398384,5.0
658631.026299998,6861058.0394,594,MILLEPAGES,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires, , , ,6 RUE DE MONTMORENCY,Commerces du livre,POINT (2.436274002231523 48.848237004861616),2.436274002231523,48.848237004861616,
658606.321999997,6861062.2189,595,BOOK ADDICT,librairie,spécialisée,livres d'occasion, , , , , , , ,44 RUE DE SÉVIGNÉ,Commerces du livre,POINT (2.435936966728718 48.84827300471509),2.435936966728718,48.84827300471509,
652111.499799997,6861064.0164,596,FENETRE SUR LE MONDE ARABE - ALQALAM LIVRES,librairie,spécialisée,langue étrangère,arabe, , , , , , ,25-33 RUE DE LA PARCHEMINERIE,Commerces du livre,POINT (2.347436930609562 48.847839195586644),2.347436930609562,48.847839195586644,5.0
651717.095899999,6861080.3864,597,LE TIERS MYTHE,librairie,spécialisée,sciences,SHS, ,Leslibraires.fr,Lalibrairie.com, , , ,82 RUE BONAPARTE,Commerces du livre,POINT (2.342060889133025 48.84795697703985),2.342060889133025,48.84795697703985,5.0
650356.008400001,6861081.1414,598,DAMIEN TISON,antiquaire,,,,,,,,,,30 RUE DE VERNEUIL,Commerces de l'art et d'antiquités,POINT (2.323514495647247 48.847860337729394),2.323514495647247,48.847860337729394,6.0
648408.477799997,6861081.3557,599,BULLES DE SALON,librairie,spécialisée,bande dessinée, , ,Paris Librairies,Canal BD, , , ,16 RUE GANNERON,Commerces du livre,POINT (2.2969773627311723 48.84770927230189),2.2969773627311723,48.84770927230189,15.0
658454.1131,6861081.6554,600,GALERIE ARTEDOMUS,galerie d'art,,,,,,,,,,17 RUE SAINT-ROCH,Commerces de l'art et d'antiquités,POINT (2.43386101976259 48.848438001797504),2.43386101976259,48.848438001797504,
650142.373400003,6861086.0047,601,LES EDITIONS DU PACIFIQUE,librairie,maison d'édition, , , , , , , , ,18 RUE CADET,Commerces du livre,POINT (2.320602921353828 48.84788757797375),2.320602921353828,48.84788757797375,6.0
656040.516800001,6861086.8993,602,DU COTE DE CHEZ GIBERT - PRINTEMPS NATION,librairie,généraliste, , , , , , , , ,20 RUE PAUL CHATROUSSE,Commerces du livre,POINT (2.400972024369041 48.8483250143687),2.400972024369041,48.8483250143687,20.0
658490.563900001,6861089.1768,603,MILLEPAGES JEUNESSE BD,librairie,spécialisée,bande dessinée, ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires, , , ,79 RUE DES ARCHIVES,Commerces du livre,POINT (2.4343569776412433 48.848507991349116),2.4343569776412433,48.848507991349116,
651619.267899998,6861092.7835,604,LA LIBRAIRIE DES PUF,librairie,maison d'édition, , , , , , , , ,75 BOULEVARD MALESHERBES,Commerces du livre,POINT (2.340726462809997 48.84806112567283),2.340726462809997,48.84806112567283,6.0
650872.220200002,6861095.8819,605,EPSILON,librairie,spécialisée,livres d'occasion, , , , , , , ,47 RUE VANEAU,Commerces du livre,POINT (2.330546735152513 48.84803246372366),2.330546735152513,48.84803246372366,6.0
646099.098999999,6861097.6179,606,FONTAINE AUTEUIL,librairie,généraliste, , , ,Leslibraires.fr,Paris Librairies,Place des Libraires, , ,26 AVENUE CORENTIN CARIOU,Commerces du livre,POINT (2.265507845941188 48.84766647013888),2.265507845941188,48.84766647013888,16.0
650477.179799996,6861099.1065,607,MEDIANE,galerie d'art,,,,,,,,,,15 RUE DE L'ECHAUDÉ,Commerces de l'art et d'antiquités,POINT (2.325163493544284 48.84803122137454),2.325163493544284,48.84803122137454,6.0
660359.067199998,6861099.6689,608,LA FLIBUSTE,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,155 RUE SAINT-HONORÉ,Commerces du livre,POINT (2.459817007989417 48.84872001153131),2.459817007989417,48.84872001153131,
654035.600699998,6861100.1929,609,INMA,galerie d'art,,,,,,,,,,16 RUE D'OUESSANT,Commerces de l'art et d'antiquités,POINT (2.373651077184558 48.84830466022851),2.373651077184558,48.84830466022851,12.0
652098.033299997,6861109.2625,610,ORCADRE,antiquaire,,,,,,,,,,9 RUE DE VERNEUIL,Commerces de l'art et d'antiquités,POINT (2.34724833806702 48.848245091457535),2.34724833806702,48.848245091457535,5.0
652056.618100002,6861110.8088,611,ART ETHIC GALERIE,galerie d'art,,,,,,,,,,13 QUAI DE CONTI,Commerces de l'art et d'antiquités,POINT (2.346683831842581 48.84825591702258),2.346683831842581,48.84825591702258,5.0
651553.514700003,6861110.8208,612,LA NOUVELLE LIBRAIRIE,librairie,maison d'édition, , , , , , , , ,100 RUE DU FAUBOURG SAINT-HONORÉ,Commerces du livre,POINT (2.3398284453188 48.84821839395969),2.3398284453188,48.84821839395969,6.0
652067.693800002,6861111.9896,613,EDITIONS DE BOCCARD,librairie,maison d'édition, , , , , , , , ,49 RUE LACÉPÈDE,Commerces du livre,POINT (2.34683461850885 48.84826735993813),2.34683461850885,48.84826735993813,5.0
650375.505000003,6861116.5378,614,RUE RANGOLI,galerie d'art,,,,,,,,,,5 RUE JACQUES CALLOT,Commerces de l'art et d'antiquités,POINT (2.323776027080209 48.848180157577886),2.323776027080209,48.848180157577886,6.0
650375.505000003,6861116.5378,615,CRISTAUX ET COULEURS,galerie d'art,,,,,,,,,,6 RUE JACQUES CALLOT,Commerces de l'art et d'antiquités,POINT (2.323776027080209 48.848180157577886),2.323776027080209,48.848180157577886,6.0
652060.751100004,6861116.7769,616,LISE CORNERY,galerie d'art,,,,,,,,,,1 RUE DAUPHINE,Commerces de l'art et d'antiquités,POINT (2.3467394761474814 48.84830989547025),2.3467394761474814,48.84830989547025,5.0
652239.124200001,6861118.0126,617,L'HARMATTAN - LIBRAIRIE SCIENCES HUMAINES,librairie,spécialisée,sciences,SHS, ,Paris Librairies,Place des Libraires, , , ,123 BOULEVARD SAINT-GERMAIN,Commerces du livre,POINT (2.349169888950479 48.84833425452976),2.349169888950479,48.84833425452976,5.0
646379.6127,6861119.3781,618,GUETTIER,librairie,spécialisée,religion,christianisme, ,Place des Libraires, , , , ,35 RUE DE TANGER,Commerces du livre,POINT (2.2693273633485096 48.84788556192488),2.2693273633485096,48.84788556192488,16.0
652346.482799999,6861120.7025,619,BD CAPTIVANT,librairie,spécialisée,bande dessinée, , , , , , , ,49 RUE GAY-LUSSAC,Commerces du livre,POINT (2.350632480618827 48.84836639364928),2.350632480618827,48.84836639364928,5.0
652231.797600001,6861121.0172,620,L'HARMATTAN,librairie,spécialisée,sciences,SHS, , , , , , ,16 RUE DE L'ABBAYE,Commerces du livre,POINT (2.349069717511991 48.8483607316881),2.349069717511991,48.8483607316881,5.0
652629.737599999,6861121.0704,621,GALERIE TERRAIN VAGH,galerie d'art,,,,,,,,,,39 RUE DU CHERCHE-MIDI,Commerces de l'art et d'antiquités,POINT (2.354492138950424 48.848390588755855),2.354492138950424,48.848390588755855,5.0
652284.012699999,6861122.9379,622,PAGINAIRE,librairie,spécialisée,bande dessinée, , , , , , , ,8 RUE BRÉA,Commerces du livre,POINT (2.3497809973152046 48.84838187336858),2.3497809973152046,48.84838187336858,5.0
652284.012699999,6861122.9379,623,SIZAD,antiquaire,,,,,,,,,,18 RUE DES SAINTS-PÈRES,Commerces de l'art et d'antiquités,POINT (2.3497809973152046 48.84838187336858),2.3497809973152046,48.84838187336858,5.0
651544.599699996,6861126.8753,624,THE RED WHEELBARROW,librairie,spécialisée,langue étrangère,anglais, ,Place des Libraires, , , , ,17 RUE DE BELZUNCE,Commerces du livre,POINT (2.339705138520572 48.84836210110162),2.339705138520572,48.84836210110162,6.0
651544.599699996,6861126.8753,625,IDA MEDICIS,galerie d'art,,,,,,,,,,44 RUE DE SEINE,Commerces de l'art et d'antiquités,POINT (2.339705138520572 48.84836210110162),2.339705138520572,48.84836210110162,6.0
652217.477200001,6861126.8875,626,LE LIVRE PENSEUR,librairie,spécialisée,livres rares, , , , , , , ,3 RUE CORNEILLE,Commerces du livre,POINT (2.3488739247529464 48.84841246130772),2.3488739247529464,48.84841246130772,5.0
652205.618199997,6861131.7471,627,EDITIONS ORIZONS,librairie,maison d'édition, , , , , , , , ,RUE LE GOFF & RUE MALEBRANCHE,Commerces du livre,POINT (2.3487117848830197 48.84845528399319),2.3487117848830197,48.84845528399319,5.0
650107.431400001,6861132.1949,628,CHRISTOPHE LACHAUX,antiquaire,,,,,,,,,,45 RUE DE LA FOLIE-REGNAULT,Commerces de l'art et d'antiquités,POINT (2.3201213799302978 48.84830025919941),2.3201213799302978,48.84830025919941,7.0
648147.812299997,6861132.8194,629,LA BOITE DE SOLDATS,antiquaire,,,,,,,,,,33 RUE ANATOLE FRANCE,Commerces de l'art et d'antiquités,POINT (2.2934192639494135 48.84815115741158),2.2934192639494135,48.84815115741158,15.0
651733.339299999,6861138.3294,630,JEAN MAISONNEUVE,librairie,maison d'édition, , , , , , , , ,52 RUE MAZARINE,Commerces du livre,POINT (2.342275646983966 48.84847927337656),2.342275646983966,48.84847927337656,5.0
656131.771499999,6861140.7307,631,C&F EDITIONS,librairie,maison d'édition, , , , , , , , ,2 RUE DU BOULOI,Commerces du livre,POINT (2.4022099349167405 48.84881534036418),2.4022099349167405,48.84881534036418,20.0
652175.986000001,6861144.0361,632,PRESENCE AFRICAINE,librairie,spécialisée,aire culturelle,afrique, , , , , , ,23 RUE RACINE,Commerces du livre,POINT (2.348306626779962 48.84856359988941),2.348306626779962,48.84856359988941,5.0
652654.235200003,6861144.3917,633,EL BOURAQ LIBRAIRIE DE L'ORIENT,librairie,spécialisée,langue étrangère,arabe, ,Lalibrairie.com, , , , ,3 RUE DANTE,Commerces du livre,POINT (2.354823352866878 48.84860211715867),2.354823352866878,48.84860211715867,5.0
652232.265699998,6861144.4767,634,L'HARMATTAN - LIBRAIRIE INTERNATIONALE,librairie,spécialisée,aire culturelle,multiples, ,Paris Librairies,Place des Libraires, , , ,60 RUE MONSIEUR LE PRINCE,Commerces du livre,POINT (2.349073460739749 48.848571736952756),2.349073460739749,48.848571736952756,5.0
652578.942500003,6861146.0512,635,SUDESTASIE S A R L,librairie,spécialisée,aire culturelle,asie, , , , , , ,8 RUE DE MÉZIÈRES,Commerces du livre,POINT (2.353797206460093 48.84861150406777),2.353797206460093,48.84861150406777,5.0
652578.942500003,6861146.0512,636,WIDE PAINTING,galerie d'art,,,,,,,,,,80 RUE BONAPARTE,Commerces de l'art et d'antiquités,POINT (2.353797206460093 48.84861150406777),2.353797206460093,48.84861150406777,5.0
651528.601800002,6861155.6691,637,ALI MEDICIS,galerie d'art,,,,,,,,,,42 RUE DE SEINE,Commerces de l'art et d'antiquités,POINT (2.3394838655098154 48.84861983931816),2.3394838655098154,48.84861983931816,6.0
651669.910599999,6861157.5042,638,POP UP ART GALLERY,galerie d'art,,,,,,,,,,74 RUE DE SEINE,Commerces de l'art et d'antiquités,POINT (2.34140917200895 48.84864695708509),2.34140917200895,48.84864695708509,6.0
652099.550399996,6861159.3856,639,PIERRE BRUNET - LA COLOMBERIE,librairie,spécialisée,livres rares, , , , , , , ,83 RUE DE RENNES,Commerces du livre,POINT (2.34726336439168 48.848695959651195),2.34726336439168,48.848695959651195,5.0
652571.172399998,6861160.4102,640,MICHAEL SEKSIK,librairie,maison d'édition, , , , , , , , ,78 RUE MAZARINE,Commerces du livre,POINT (2.353689727164001 48.84874006224667),2.353689727164001,48.84874006224667,5.0
654197.1602,6861162.1301,641,TERRE D'ALIGRE,librairie,spécialisée,arts, , , , , , , ,136 AVENUE EMILE ZOLA,Commerces du livre,POINT (2.375845857430342 48.84887316578538),2.375845857430342,48.84887316578538,12.0
654197.1602,6861162.1301,642,TERRE D'ALIGRE,galerie d'art,galerie librairie,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités,POINT (2.375845857430342 48.84887316578538),2.375845857430342,48.84887316578538,12.0
655429.6699,6861168.1756,643,L'UTOPIE,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires,Lalibrairie.com, , ,90 RUE DAGUERRE,Commerces du livre,POINT (2.392639930778395 48.849013968491555),2.392639930778395,48.849013968491555,11.0
649459.227799997,6861168.5901,644,OSENAT COMMISSAIRE PRISEUR,antiquaire,,,,,,,,,,7 RUE DES JARDIES,Commerces de l'art et d'antiquités,POINT (2.3112845252520606 48.84857704075661),2.3112845252520606,48.84857704075661,7.0
654196.261799999,6861172.5304,645,PHILIPPE ALBIZATTI,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités,POINT (2.375832495211589 48.84896663171687),2.375832495211589,48.84896663171687,12.0
651748.1206,6861172.6834,646,LIBRAIRIE PHILOSOPHIQUE J.VRIN,librairie,spécialisée,philosophie, , ,Leslibraires.fr,Paris Librairies,Place des Libraires, , ,33 RUE JACOB,Commerces du livre,POINT (2.342473162649509 48.848789324669276),2.342473162649509,48.848789324669276,5.0
648646.483499996,6861176.1761,647,LIBRAIRIE LAUBRIERE,librairie,spécialisée,livres d'occasion, , ,Leslibraires.fr, , , , ,RUE VICTOR GRIFFUELHES,Commerces du livre,POINT (2.3002089762146243 48.84858099774457),2.3002089762146243,48.84858099774457,15.0
652596.770800002,6861176.3335,648,L'AMOUR DU NOIR,librairie,spécialisée,polar, , , , , , , ,79 RUE DE VAUGIRARD,Commerces du livre,POINT (2.354036764675546 48.84888514379736),2.354036764675546,48.84888514379736,5.0
645756.516599998,6861177.4102,649,GALERIE POUSSIN,antiquaire,,,,,,,,,,PLACE COLETTE & GALERIE DE NEMOURS,Commerces de l'art et d'antiquités,POINT (2.2608296674358637 48.848355284181615),2.2608296674358637,48.848355284181615,16.0
652471.097199999,6861182.7685,650,LIBRAIRIE DU COLLEGE DES BERNARDINS,librairie,spécialisée,religion,christianisme, ,Paris Librairies,Place des Libraires, , , ,3 PLACE HENRI BARBUSSE,Commerces du livre,POINT (2.3523235695021203 48.84893375550644),2.3523235695021203,48.84893375550644,5.0
652600.608499996,6861182.849,651,S.GOUDEMARE,librairie,spécialisée,ésotérisme, , , , , , , ,23 RUE DE FLEURUS,Commerces du livre,POINT (2.354088332377362 48.84894401982306),2.354088332377362,48.84894401982306,5.0
654228.159599997,6861185.0483,652,LA TERRASSE DE GUTENBERG,librairie,généraliste, , ,Librairie Indépendante de Référence,Leslibraires.fr,Paris Librairies,Place des Libraires,Lalibrairie.com, ,171 RUE DE LA CONVENTION,Commerces du livre,POINT (2.376265801004636 48.8490814718101),2.376265801004636,48.8490814718101,12.0
647348.1175,6861185.4935,653,FNAC PARIS - BEAUGRENELLE,grande distribution,grande distribution de produits culturels, , , , , , ,,,91 RUE SAINT-HONORÉ,Commerces du livre,POINT (2.2825160354875913 48.8485600000613),2.2825160354875913,48.8485600000613,15.0
651747.330499999,6861188.0226,654,LIBRAIRIE J. VRIN,librairie,spécialisée,philosophie, , , , , , , ,6 RUE DE SEINE,Commerces du livre,POINT (2.342460655903598 48.84892721031023),2.342460655903598,48.84892721031023,5.0
652208.009499997,6861189.0267,655,LES EDITEURS REUNIS,librairie,maison d'édition, , , , , , , , ,26 BOULEVARD SAINT-MICHEL,Commerces du livre,POINT (2.3487379317946586 48.84897057491555),2.3487379317946586,48.84897057491555,5.0
648398.981299996,6861197.6025,656,CHRISTINA APPEL-BALLY SCULPTURES,galerie d'art,atelier-galerie,,,,,,,,,RUE DU MONT-CENIS & RUE SAINT-RUSTIQUE,Commerces de l'art et d'antiquités,POINT (2.296833857733291 48.84875391005059),2.296833857733291,48.84875391005059,15.0
648739.896600001,6861197.7573,657,GALERIE ART D'ASIE,galerie d'art,,,,,,,,,,22 RUE ANDRÉ DEL SARTE,Commerces de l'art et d'antiquités,POINT (2.3014792424904496 48.848782514053006),2.3014792424904496,48.848782514053006,15.0
651561.859499998,6861202.8615,658,LANORE,librairie,maison d'édition, , , , , , , , ,126 RUE DU FAUBOURG SAINT-HONORÉ,Commerces du livre,POINT (2.339931668979232 48.84904673960026),2.339931668979232,48.84904673960026,6.0
652114.009599999,6861203.224,659,GALERIE PHILIPPE LAWSON,galerie d'art,,,,,,,,,,2 RUE DE BOURBON LE CHÂTEAU,Commerces de l'art et d'antiquités,POINT (2.3474554534419774 48.84909127156929),2.3474554534419774,48.84909127156929,5.0
648586.813500002,6861204.9371,660,FRANCE LOISIRS,librairie,généraliste, , , , , , , , ,54 RUE CUSTINE,Commerces du livre,POINT (2.2993924223393787 48.84883488460683),2.2993924223393787,48.84883488460683,15.0
652400.969800003,6861204.9372,661,ANTIGONE 14,librairie,maison d'édition, , , , , , , , ,3 RUE DU HAUT PAVÉ,Commerces du livre,POINT (2.351365504796404 48.84912794112882),2.351365504796404,48.84912794112882,5.0
655434.980999999,6861205.6879,662,AB STRACT PROJET,galerie d'art,,,,,,,,,,11 RUE LOUISE WEISS,Commerces de l'art et d'antiquités,POINT (2.392708370952046 48.84935168408456),2.392708370952046,48.84935168408456,11.0
653363.648400001,6861206.2396,663,COMICS CULTURE,librairie,spécialisée,bande dessinée, , , , , , , ,RUE DES 3 PORTES & RUE FRÉDÉRIC SAUTON,Commerces du livre,POINT (2.364483261673313 48.84921005145692),2.364483261673313,48.84921005145692,4.0
652129.849200003,6861206.6627,664,L'HARMATTAN,librairie,spécialisée,aire culturelle,moyen-orient, , , , , , ,63 BOULEVARD RASPAIL,Commerces du livre,POINT (2.347670903453908 48.849123372664984),2.347670903453908,48.849123372664984,5.0
652756.653700002,6861206.9262,665,LIBRAIRIE DE L'INSTITUT DU MONDE ARABE,librairie,spécialisée,aire culturelle,monde arabe, ,Paris Librairies,Place des Libraires, , , ,57 RUE DE PARIS,Commerces du livre,POINT (2.3562119914864286 48.849172005798806),2.3562119914864286,48.849172005798806,5.0
653886.785999998,6861211.6972,666,TZURI GUETA,galerie d'art,,,,,,,,,,1-1 VILLA MARIE VASSILIEFF,Commerces de l'art et d'antiquités,POINT (2.3716111988402466 48.84929678395607),2.3716111988402466,48.84929678395607,12.0
647697.959799998,6861218.6912,667,ECONOMICA,librairie,maison d'édition, , , , , , , , ,9 RUE CUSTINE,Commerces du livre,POINT (2.287278972074428 48.84888703636558),2.287278972074428,48.84888703636558,15.0
650536.078199998,6861227.528,668,LE PASSE D'AUJOURD'HUI,antiquaire,,,,,,,,,,29 RUE DE LILLE,Commerces de l'art et d'antiquités,POINT (2.325951112037199 48.849190633122475),2.325951112037199,48.849190633122475,6.0
650666.142800003,6861227.6507,669,MARTEL GREINER,galerie d'art,,,,,,,,,,53 RUE DE SEINE,Commerces de l'art et d'antiquités,POINT (2.3277234129302506 48.84920170829278),2.3277234129302506,48.84920170829278,6.0
650987.322300002,6861231.963,670,PARCOURS SAINT-GERMAIN,foire d'art,art contemporain,,,,,,,,,75 RUE DU CHERCHE-MIDI,Commerces de l'art et d'antiquités,POINT (2.332099446287222 48.84926500016913),2.332099446287222,48.84926500016913,6.0
650987.322300002,6861231.963,671,PHOTO SAINT GERMAIN,foire d'art,photographie,,,,,,,,,1 RUE BONAPARTE,Commerces de l'art et d'antiquités,POINT (2.332099446287222 48.84926500016913),2.332099446287222,48.84926500016913,6.0
650582.625299998,6861238.8448,672,EDITIONS EXILS,librairie,maison d'édition, , , , , , , , ,42 RUE DU BAC,Commerces du livre,POINT (2.3265840672270115 48.84929597611186),2.3265840672270115,48.84929597611186,6.0
650582.625299998,6861238.8448,673,EDITIONS EXILS,galerie d'art,maison d'édition galerie,,,,,,,,,55 RUE DE SEINE,Commerces de l'art et d'antiquités,POINT (2.3265840672270115 48.84929597611186),2.3265840672270115,48.84929597611186,6.0
650565.626500003,6861251.8283,674,KATSURA,galerie d'art,,,,,,,,,,3 RUE JACQUES CALLOT,Commerces de l'art et d'antiquités,POINT (2.3263509245928504 48.849411431982304),2.3263509245928504,48.849411431982304,6.0
652554.029600002,6861258.6512,675,JEAN PIERRE COMPAN,galerie d'art,,,,,,,,,,31 RUE DAUPHINE,Commerces de l'art et d'antiquités,POINT (2.353445172111869 48.84962227827431),2.353445172111869,48.84962227827431,5.0
651584.266199999,6861258.7188,676,YOU FENG,librairie,spécialisée,aire culturelle,asie, , , , , , ,43B RUE DU FAUBOURG DU TEMPLE,Commerces du livre,POINT (2.340230631905256 48.84955074580088),2.340230631905256,48.84955074580088,6.0
651810.879199997,6861259.0687,677,BOUTIQUE DES CAHIERS,librairie,maison d'édition, , , , , , , , ,1-19 RUE CHAMPOLLION,Commerces du livre,POINT (2.343318543094947 48.84957088078388),2.343318543094947,48.84957088078388,5.0
652770.426200002,6861259.4782,678,,bouquiniste,,,,,,,,,,2 BOULEVARD DU GÉNÉRAL DE GAULLE,Commerces du livre,POINT (2.3563938249963674 48.84964561395893),2.3563938249963674,48.84964561395893,5.0
651501.8706,6861261.6824,679,EDITIONS HONORE CHAMPION,librairie,maison d'édition, , , , , , , , ,36 RUE DE VERNEUIL,Commerces du livre,POINT (2.339107527556161 48.84957120065695),2.339107527556161,48.84957120065695,6.0
652502.8983,6861262.0874,680,GALERIE REFRACTAIRE,antiquaire,,,,,,,,,,18 RUE DES SAINTS-PÈRES,Commerces de l'art et d'antiquités,POINT (2.3527480440042248 48.849649412700664),2.3527480440042248,48.849649412700664,5.0
652762.316500001,6861263.4366,681,,bouquiniste,,,,,,,,,,9 RUE CARNOT,Commerces du livre,POINT (2.3562828777693605 48.849680617213615),2.3562828777693605,48.849680617213615,5.0
