X,Y,OBJECTID,l_ep_maj,l_type,sous_cat,sous_cat2,sous_cat3,label,reseau1,reseau2,reseau3,reseau4,reseau5,adresse,type_lieu
658303.792900003,6856904.1299,168,LIBRAIRIE METROPOLIS,librairie,maison de la presse, , , , , , , , ,1 RUE DES HOSPITALIÈRES SAINT-GERVAIS,Commerces du livre
650624.971500002,6856920.561,169,FURET DU NORD ARCUEIL,grande distribution,grande distribution de produits culturels,,,,,,,,,20 RUE BARBETTE,Commerces du livre
641586.618000001,6856956.9013,170,LIBRAIRIE LIVRES ET COLLECTIONS,librairie,spécialisée,livres rares, , ,Leslibraires.fr, , , , ,,Commerces du livre
641716.600699998,6857028.1139,171,ROBERTO BELLINO,antiquaire,,,,,,,,,,19 PASSAGE DE LA GEOLE,Commerces de l'art et d'antiquités
664072.465099998,6857034.5339,172,L'INSTANT LIRE,librairie,généraliste, , , , , , , , ,6 RUE SAINTE-CROIX DE LA BRETONNERIE,Commerces du livre
668183.795599997,6857051.9921,173,FRED ANTICS,antiquaire,,,,,,,,,,16 PASSAGE DE LA GEOLE,Commerces de l'art et d'antiquités
640483.429499999,6857056.4286,174,CHAVILLE ENCHERES,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités
655321.400799997,6857087.9071,175,LIBRAIRIE ESOTERIQUE PARAPSYCHOLOGIE,librairie,spécialisée,ésotérisme, , , , , , , ,RUE DES PETITS-CHAMPS & GALERIE VIVIENNE,Commerces du livre
654779.124499999,6857114.9079,176,ENVIE DE LIRE,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires, , , ,25 BOULEVARD POISSONNIÈRE,Commerces du livre
654861.296599999,6857218.7888,177,SIMDINAND,antiquaire,,,,,,,,,,23 PASSAGE DE LA GEOLE,Commerces de l'art et d'antiquités
710957.562200002,6857312.0152,178,GALERIE CONTINUA,galerie d'art,,,,,,,,,,95 RUE VOLTAIRE,Commerces de l'art et d'antiquités
650223.889600001,6857321.902,179,LIBRAIRIE DE THELEME,librairie,spécialisée,livres d'occasion, , , , , , , ,PASSAGE D'ARCOLE & PASSAGE NAPOLÉON III,Commerces du livre
649844.487999998,6857335.0695,180,LE BONHEUR,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,2-12 AVENUE JEAN-SALMON LEGAGNEUR,Commerces du livre
649773.838,6857343.0207,181,EDITIONS ANTHESE,galerie d'art,,,,,,,,,,4 RUE EUGÈNE SPULLER,Commerces de l'art et d'antiquités
647607.031300001,6857344.5146,182,LIBRAIRIE PRESSE HERMAS SERVICES,librairie,maison de la presse, , , , , , , , ,PLACE DES VICTIMES DU 17 OCTOBRE 1961,Commerces du livre
651377.107100002,6857388.6219,183,LYDIA QUINT ANTIQUITES,antiquaire,,,,,,,,,,PLACE DES ANTIQUAIRES & PASSAGE DE LA GEÔLE,Commerces de l'art et d'antiquités
662298.726000004,6857473.998,184,EAST DESIGN - CHRISTOPHE DUROSELLE,antiquaire,,,,,,,,,,5 ROND POINT DE MONTFERMEIL,Commerces de l'art et d'antiquités
649905.497500002,6857477.9855,185,LIBRAIRIE DU CENTRE,librairie,maison de la presse, , , , , , , , ,PASSAGE DE LA BÉNARDE & RUE DU GUÉ,Commerces du livre
652395.732600003,6857505.9272,186,GIRBAL LIBRAIRIE PAPETERIE PRESSE,librairie,maison de la presse, , , , , , , , ,6 RUE DU MAIL,Commerces du livre
643812.562799998,6857528.9355,187,PIERRE D'ALLEST,antiquaire,,,,,,,,,,QUAI DE CONTI,Commerces de l'art et d'antiquités
649944.004100002,6857608.4163,188,LIBRAIRIE MATIERE GRISE,librairie,spécialisée,bande dessinée, , ,Leslibraires.fr,Canal BD, , , ,43 RUE DU CHÂTEAU,Commerces du livre
660848.667599998,6857660.4064,189,L'ANTRE DE PAGES,librairie,maison de la presse, , , , , , , , ,69 BOULEVARD BEAUMARCHAIS,Commerces du livre
648150.794399999,6857668.987,190,NUNES ANTIQUITES,antiquaire,,,,,,,,,,10 RUE RAMEAU,Commerces de l'art et d'antiquités
646240.693099998,6857742.9808,191,LE LIVRE ET LA TORTUE,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires,Libraires en Seine, , ,2-6 PASSAGE D'ARCOLE,Commerces du livre
657251.329800002,6857782.2173,192,LIBRAIRIE ESOTERIQUE GVP,librairie,spécialisée,ésotérisme, , , , , , , ,94 RUE MONTMARTRE,Commerces du livre
657226.213200003,6857791.5224,193,L'ESPRIT LIVRE,librairie,généraliste, , , ,Place des Libraires, , , , ,74 RUE D'ABOUKIR,Commerces du livre
650041.499499999,6857886.8995,194,SALON DE MONTROUGE,foire d'art,art contemporain,,,,,,,,,RUE EGINHARD & RUE SAINT-PAUL,Commerces de l'art et d'antiquités
661473.484899998,6857892.5054,195,MAG PRESSE,librairie,maison de la presse, , , , , , , , ,34 RUE DES FRANCS BOURGEOIS,Commerces du livre
666245.976599999,6858028.5469,196,LIBRAIRIE BERTRAND,librairie,généraliste, , , , , , , , ,67 BOULEVARD BEAUMARCHAIS,Commerces du livre
643358.7579,6858057.4172,197,ANTIQUITES DU FUNICULAIRE AGNES ROY,antiquaire,,,,,,,,,,54 RUE D'ANJOU,Commerces de l'art et d'antiquités
648608.336400002,6858105.9132,198,COULEURS,librairie,maison de la presse, , , , , , , , ,8 ALLÉE ROSA PARKS,Commerces du livre
644921.075400002,6858109.4149,199,LIBRAIRIE NATI,librairie,généraliste, , , , , , , , ,8 AVENUE D'ARGENTEUIL,Commerces du livre
648944.086099997,6858119.1827,200,L'ILOT PAGES,librairie,généraliste, , , , , , , , ,14 PLACE DU CAQUET,Commerces du livre
643307.639200002,6858131.3057,201,LIBRAIRIE LE MEANDRE,librairie,généraliste, , , ,Paris Librairies,Place des Libraires,Initiales, , ,57 RUE DU MIDI,Commerces du livre
648896.126800001,6858201.2234,202,ZENOBI,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,5 RUE AUGUSTE DELAUNE,Commerces du livre
648987.325300001,6858201.4221,203,ZYNDAR,librairie,spécialisée,bande dessinée, , , , , , , ,43 RUE GABRIEL PÉRI,Commerces du livre
647419.782600001,6858228.6575,204,LIBRAIRIE SAINT ANSELME,librairie,spécialisée,religion,christianisme, , , , , , ,24 RUE DE L'EGLISE,Commerces du livre
656861.028200001,6858242.4513,205,JONATHAN ATTALI,antiquaire,,,,,,,,,,7 RUE JEAN-BAPTISTE CLÉMENT,Commerces de l'art et d'antiquités
651852.265799999,6858263.6422,206,JEAN PICOLLEC,librairie,maison d'édition, , , , , , , , ,20 RUE DE SAVOIE,Commerces du livre
643194.022100002,6858286.2047,207,ANTIQUITES MILESIME,antiquaire,,,,,,,,,,QUAI DE CONTI,Commerces de l'art et d'antiquités
651810.337899998,6858291.3024,208,ARTRIBUS,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
652668.499300003,6858318.6766,209,TABLEAUX,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
651930.758500002,6858340.0566,210,ATTICA,librairie,spécialisée,langue étrangère, , , , , , , ,99 RUE DE LA CONVENTION,Commerces du livre
641775.7042,6858350.3126,211,ANAGRAMME SEVRES,librairie,généraliste, , , ,Place des Libraires, , , , ,74 AVENUE THIERS,Commerces du livre
652555.241400003,6858350.9611,212,LES PEUPLIERS,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
647990.638899997,6858372.7361,213,ATELIER 53,galerie d'art,,,,,,,,,,1 PLACE DE LA PORTE DE VERSAILLES,Commerces de l'art et d'antiquités
650356.6096,6858405.9464,214,ARCANE LIVRES,librairie,généraliste, , , ,Lalibrairie.com, , , , ,9 RUE DE LA POMPE,Commerces du livre
650482.461800002,6858451.2895,215,LOISIR & CULTURE,librairie,généraliste, , , , , , , , ,127 RUE LEGENDRE,Commerces du livre
640053.586499996,6858485.293,216,ASCHAN GALERIE,antiquaire,,,,,,,,,,3 RUE DU MARÉCHAL JOFFRE,Commerces de l'art et d'antiquités
653172.667400002,6858510.0691,217,KHAI TRI,librairie,généraliste,restauration, , , , , , , ,88 BOULEVARD DE GRENELLE,Commerces du livre
646619.4705,6858526.3056,218,CHANTELIVRE ISSY,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,1-13 RUE HERVET,Commerces du livre
652046.471900001,6858527.8799,219,JEANNE LOU,antiquaire,,,,,,,,,,169 AVENUE VICTOR HUGO,Commerces de l'art et d'antiquités
645819.504000001,6858540.1373,220,LES ARCHES,galerie d'art,,,,,,,,,,1 RUE PAUL CAVARÉ,Commerces de l'art et d'antiquités
653208.149999999,6858562.024,221,YOU FENG,librairie,spécialisée,aire culturelle,asie, , , , , , ,9 RUE GASTON DE SAINT-PAUL,Commerces du livre
648090.226800002,6858580.89,222,LE CHEVAL VAPEUR,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,9 RUE FRANCOIS DEBERGUE,Commerces du livre
654626.477700002,6858609.2089,223,GCA GALLERY,galerie d'art,,,,,,,,,,27 RUE TIPHAINE,Commerces de l'art et d'antiquités
653879.388800003,6858617.7701,224,L'OISEAU SABLIER,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
649219.328299999,6858618.5909,225,MARCHE AUX PUCES DE LA PORTE DE VANVES,marché aux puces,,,,,,,,,,1-21 RUE DE RICHELIEU,Commerces de l'art et d'antiquités
654657.777099997,6858624.1223,226,ART & CRAFT GALERIE,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
646638.837099999,6858628.5396,227,GALERIE HEGOA,galerie d'art,,,,,,,,,,74 BOULEVARD RICHARD LENOIR,Commerces de l'art et d'antiquités
652932.958700001,6858633.9465,228,JONAS,librairie,généraliste, , ,Librairie Indépendante de Référence,Leslibraires.fr,Paris Librairies,Place des Libraires,Initiales, ,16 RUE VALENTIN HAÜY,Commerces du livre
651648.006200001,6858673.3289,229,MAG PRESSE PARIS 14,librairie,maison de la presse, , , , , , , , ,1 AVENUE ARISTIDE BRIAND,Commerces du livre
654749.170900002,6858673.8935,230,GALERIE ITINERANCE,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
649305.202399999,6858688.8177,231,L'EXPO,galerie d'art,,,,,,,,,,1 RUE BRIDAINE,Commerces de l'art et d'antiquités
651621.7711,6858690.0586,232,L'HERBE ROUGE,librairie,spécialisée,jeunesse, , ,Leslibraires.fr,Paris Librairies,Place des Libraires, , ,99 RUE LEGENDRE,Commerces du livre
654789.839400001,6858697.0406,233,LE LAVOMATIK,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
650816.139399998,6858699.857,234,LIBRAIRIE FRANCISCAINE,librairie,spécialisée,religion,judaïsme, , , , , , ,7 PLACE DE CLICHY,Commerces du livre
647159.7082,6858703.3833,235,LIBRAIRIE GUTENBERG,librairie,généraliste, , , , , , , , ,RUE DE COLOMBES & RUE HENRI SAY,Commerces du livre
649221.655100003,6858705.8196,236,MOBILIER DESIGN,galerie d'art,,,,,,,,,,40 RUE BOURSAULT,Commerces de l'art et d'antiquités
643201.392499998,6858738.8167,237,LA MAISON JAUNE,librairie,généraliste, , , , , , , , ,82 BOULEVARD DU MIDI,Commerces du livre
653509.998199999,6858752.5349,238,MANALIT,librairie,maison de la presse, , , , , , , , ,RUE DE L'ANNONCIATION & RUE LEKAIN,Commerces du livre
647061.425899997,6858754.8758,239,LIBRAIRIE CARACTERES,librairie,généraliste, , , , , , , , ,100 RUE DES BOURGUIGNONS,Commerces du livre
646066.182800002,6858757.3765,240,ARTVISTA,galerie d'art,,,,,,,,,,4 RUE EUGÈNE SPULLER,Commerces de l'art et d'antiquités
644355.741300002,6858765.984,241,LES MOTS ET LES CHOSES,librairie,généraliste, , ,Librairie Indépendante de Référence,Leslibraires.fr,Paris Librairies,Place des Libraires,Librest, ,1945 AVENUE ROGER SALENGRO,Commerces du livre
652202.312299997,6858794.0135,242,LE BUS ANGLAIS,librairie,spécialisée,langue étrangère,anglais, , , , , , ,98 RUE DES ENTREPRENEURS,Commerces du livre
653725.819899999,6858794.6932,243,LE LIVRE ECLAIRE,librairie,spécialisée,livres d'occasion, , , , , , , ,106 RUE DE LA TOUR,Commerces du livre
652154.984499998,6858801.0004,244,LIBRAIRIE DU DESORDRE,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,116 BD DU MAL DE LATTRE DE TASSIGNY,Commerces du livre
661042.395999998,6858810.5175,245,GALERIE JEAN-DENIS WALTER,galerie d'art,,,,,,,,,,7 RUE DE PICARDIE,Commerces de l'art et d'antiquités
651965.123599999,6858832.7306,246,ART D'ASIE,antiquaire,,,,,,,,,,16 RUE DES BELLES FEUILLES,Commerces de l'art et d'antiquités
652503.704599999,6858834.5253,247,GALERIE 43,galerie d'art,,,,,,,,,,5 RUE JEAN BOLOGNE,Commerces de l'art et d'antiquités
650716.078400001,6858839.5285,248,LIBRAIRIE LA CHAMBRE VERTE,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,48 RUE DES MOINES,Commerces du livre
653878.133100003,6858843.034,249,PESCALUNE,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,66 AVENUE THÉOPHILE GAUTIER,Commerces du livre
651954.393700004,6858867.3384,250,EDITIONS L. MAUGIN,librairie,maison d'édition, , , , , , , , ,3 RUE DES VOLONTAIRES,Commerces du livre
651954.393700004,6858867.3384,251,EDITIONS L. MAUGIN,galerie d'art,maison d'édition galerie,,,,,,,,,1 RUE JOUVENET,Commerces de l'art et d'antiquités
651955.412500001,6858881.0062,252,FABRIQUE CONTEMPORAINE,galerie d'art,,,,,,,,,,35B RUE JEAN DE LA FONTAINE,Commerces de l'art et d'antiquités
647455.529200003,6858899.6288,253,GALERIE DES SONGES,galerie d'art,vente internet,,,,,,,,,74 BOULEVARD RICHARD LENOIR,Commerces de l'art et d'antiquités
648787.428400002,6858903.686,254,QUAI D ART,galerie d'art,,,,,,,,,,RUE ANDRÉ BARSACQ & RUE DREVET,Commerces de l'art et d'antiquités
654619.717600003,6858910.2815,255,LA CABANE A PRESSE,librairie,maison de la presse, , , ,Lalibrairie.com, , , , ,22 PLACE HENRI IV,Commerces du livre
654473.4727,6858925.0323,256,GIBERT JOSEPH,librairie,généraliste, , , , , , , , ,11 RUE EDMOND ROGER,Commerces du livre
653951.819600001,6858932.1584,257,YELLOW CUBE GALLEY,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
652045.335699998,6858974.8471,258,BRIZAY,galerie d'art,,,,,,,,,,3 RUE DE L'ASSOMPTION,Commerces de l'art et d'antiquités
653925.712099999,6858976.0596,259,LOFT GALLERY,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
652393.001199998,6859000.9007,260,PUBLISUD,librairie,maison d'édition, , , , , , , , ,34 RUE SAINT-DIDIER,Commerces du livre
640593.6906,6859001.1401,261,TEMPERA,antiquaire,,,,,,,,,,RUE DUCIS & RUE DE LA POURVOIERIE,Commerces de l'art et d'antiquités
652390.306999996,6859016.4577,262,LES YEUX POSES,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
640708.963299997,6859023.4196,263,VERT PARADIS,librairie,généraliste, , , ,Place des Libraires, , , , ,95 AVENUE HENRI BARBUSSE,Commerces du livre
651071.185999997,6859025.2316,264,*** NON RENSEIGNE ***,galerie d'art,,,,,,,,,,18 RUE GUERSANT,Commerces de l'art et d'antiquités
640727.8662,6859026.8986,265,KATHERINE BURTHIAULT,antiquaire,,,,,,,,,,3 RUE DU BAILLIAGE,Commerces de l'art et d'antiquités
640739.878300004,6859031.1098,266,OLD'AVRAY,antiquaire,,,,,,,,,,27 PASSAGE DE LA GEOLE,Commerces de l'art et d'antiquités
652059.8499,6859062.6324,267,BLANQUI 13,librairie,généraliste, , , , , , , , ,RUE DE LOURMEL & RUE MARGUERITE BOUCICAUT,Commerces du livre
652480.3807,6859064.51,268,LA PETITE CAVERNE,antiquaire,,,,,,,,,,77 RUE DE LONGCHAMP,Commerces de l'art et d'antiquités
650320.368600003,6859069.7568,269,LE LIVRE ECARLATE,librairie,généraliste, , ,Librairie Indépendante de Référence,Place des Libraires, , , , ,4 RUE COLLETTE,Commerces du livre
650214.880500004,6859072.0413,270,LA SALLE DES VENTES DU PARTICULIER,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités
652800.516400002,6859098.6347,271,TERRE NOUVELLE,librairie,spécialisée,aire culturelle,asie, , , , , , ,110 RUE DE LONGCHAMP,Commerces du livre
650150.922899999,6859099.597,272,ARTISTIC LOFT,galerie d'art,,,,,,,,,,19 RUE LAURISTON,Commerces de l'art et d'antiquités
651065.758699998,6859120.4604,273,SIGRID AVRILLIER,galerie d'art,,,,,,,,,,71 AVENUE VICTOR HUGO,Commerces de l'art et d'antiquités
650490.2654,6859136.0166,274,PARIS BREIZH,antiquaire,,,,,,,,,,8 BOULEVARD JEAN JAURES,Commerces de l'art et d'antiquités
652699.245399997,6859136.3486,275,FNAC PARIS - ITALIE 2,grande distribution,grande distribution de produits culturels, , , , , , ,,,91 RUE SAINT-HONORÉ,Commerces du livre
649693.631499998,6859160.5408,276,LIBRAIRIE ANCIENNE ET MODERNE BERNARD FAURE,librairie,généraliste, , , ,Lalibrairie.com, , , , ,47 AVENUE ARISTIDE BRIAND,Commerces du livre
654456.2346,6859160.872,277,MANGA CAFE,librairie,spécialisée,bande dessinée,manga, , , , , , ,95 AVENUE VICTOR HUGO,Commerces du livre
648098.919600002,6859170.7303,278,FONDATION ALEXANDRE VASSILIEV,galerie d'art,,,,,,,,,,4 RUE ARISTIDE BRUANT,Commerces de l'art et d'antiquités
651157.030699998,6859178.6142,279,EDITIONS DU DAUPHIN,librairie,maison d'édition, , , , , , , , ,54 RUE DES DAMES,Commerces du livre
650015.335500002,6859193.5424,280,RIVE NEUVE EDITIONS,librairie,maison d'édition, , , , , , , , ,82 RUE ORDENER,Commerces du livre
653671.163099997,6859209.4016,281,GALERIE HELOISE,galerie d'art,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
648827.352399997,6859216.8855,282,INFRAROUGE ET PIGMENT VERT,galerie d'art,,,,,,,,,,10 RUE LÉON COGNIET,Commerces de l'art et d'antiquités
653708.550399996,6859224.8071,283,LE CHAT PITRE,librairie,spécialisée,jeunesse, , ,Paris Librairies,Place des Libraires, , , ,43 RUE DE LA POMPE,Commerces du livre
644740.175899997,6859252.4642,284,ETIENNE JONQUET - HOTEL DES VENTES DE BOULOGNE,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités
639694.614799999,6859261.8408,285,JEAN-CLAUDE DEY,antiquaire,,,,,,,,,,31 RUE DE L'ORANGERIE,Commerces de l'art et d'antiquités
650780.013899997,6859264.4281,286,*** NON RENSEIGNE ***,antiquaire,,,,,,,,,,78 AVENUE DE SUFFREN,Commerces de l'art et d'antiquités
651179.712899998,6859272.0009,287,MAN ART,galerie d'art,,,,,,,,,,62 AVENUE DE LA GRANDE ARMÉE,Commerces de l'art et d'antiquités
650808.123000003,6859274.3236,288,DISCO LIVRES,librairie,spécialisée,livres d'occasion, , , , , , , ,94 RUE DE LÉVIS,Commerces du livre
651183.643299997,6859280.9905,289,ATELIER COLIN,galerie d'art,,,,,,,,,,1-11 PASSAGE GEFFROY DIDELOT,Commerces de l'art et d'antiquités
652022.953000002,6859288.9768,290,LA CIGALE,galerie d'art,,,,,,,,,,66 AVENUE KLÉBER,Commerces de l'art et d'antiquités
653042.142399997,6859293.9222,291,LIBRAIRIE MARUANI,librairie,généraliste,restauration, , ,Paris Librairies,Place des Libraires,Lalibrairie.com, , ,69 AVENUE KLÉBER,Commerces du livre
644378.341200002,6859295.021,292,LIBRAIRIE LIVROCCAZ,librairie,spécialisée,livres d'occasion, , ,Leslibraires.fr, , , , ,45 BOULEVARD RICHARD WALLACE,Commerces du livre
649677.478399999,6859332.5211,293,AU PLAISIR DES YEUX,librairie,généraliste, , , ,Place des Libraires, , , , ,101 AVENUE MOZART,Commerces du livre
647785.9428,6859343.7621,294,ART3F,foire d'art,art contemporain,,,,,,,,,50 RUE MONGE,Commerces de l'art et d'antiquités
647785.9428,6859343.7621,295,LES PUCES DU DESIGN,foire d'art,design,,,,,,,,,RUE DE SEINE & RUE VISCONTI,Commerces de l'art et d'antiquités
652057.219099998,6859346.8384,296,LES OISEAUX RARES,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires,Initiales, , ,41 RUE D'AUTEUIL,Commerces du livre
653118.562799998,6859397.8189,297,ESPERANTO,librairie,maison d'édition, , , , , , , , ,240 RUE DE VAUGIRARD,Commerces du livre
648697.443899997,6859423.9174,298,L'ESPACE NOMADE,galerie d'art,,,,,,,,,,1 RUE NOLLET,Commerces de l'art et d'antiquités
662487.233199999,6859438.4686,299,LUCIEN PARIS - HOTEL DES VENTES DE NOGENT,salle_de_vente,,,,,,,,,,,Commerces de l'art et d'antiquités
653778.2962,6859446.8851,300,ART ABSOLUMENT,galerie d'art,,,,,,,,,,18 RUE BENJAMIN FRANKLIN,Commerces de l'art et d'antiquités
655009.287500001,6859462.5544,301,FNAC PARIS - BERCY VILLAGE,grande distribution,grande distribution de produits culturels, , , , , , ,,,91 RUE SAINT-HONORÉ,Commerces du livre
654331.244599998,6859473.9412,302,LIBRAIRIE DE LA BNF - TSCHANN 13,librairie,généraliste, , , ,Paris Librairies,Place des Libraires, , , ,18 AVENUE JEAN JAURÈS,Commerces du livre
650898.667000003,6859517.8518,303,MAISON D'ALBANIE,galerie d'art,,,,,,,,,,15-19 RUE DE LA TOUR,Commerces de l'art et d'antiquités
664780.081500001,6859551.6154,304,SALON NATIONAL DES ARTISTES ANIMALIERS,foire d'art,art animalier,,,,,,,,,12 RUE JACOB,Commerces de l'art et d'antiquités
650759.606600001,6859573.2788,305,LA PETITE LUMIERE,librairie,généraliste, , ,Librairie Indépendante de Référence,Paris Librairies,Place des Libraires, , , ,RUE DES DAMES & RUE PUTEAUX,Commerces du livre
649801.148800001,6859576.8522,306,LA FLAMME DIVINE,librairie,spécialisée,ésotérisme, , , , , , , ,3 RUE PUTEAUX,Commerces du livre
663591.389899999,6859584.9883,307,OLESIA PETSEVICH,antiquaire,,,,,,,,,,1 RUE PAUL BERT,Commerces de l'art et d'antiquités
650018.119099997,6859585.0931,308,TROPIQUES,librairie,généraliste, , ,Librairie Indépendante de Référence,Place des Libraires, , , , ,RUE DOUDEAUVILLE & RUE ERNESTINE,Commerces du livre
652996.241800003,6859586.7616,309,LES LETTRES DU TEMPS,librairie,généraliste, , , , , , , , ,6 RUE LA PÉROUSE,Commerces du livre
